YearsCodePro_n,YearsCode_n,WorkExp_n,EdLevel_n,OrgSize_n,Remote_n,Country_n,DevType_n,lang_count,lang_Python,lang_JavaScript,lang_TypeScript,lang_SQL,lang_Java,lang_CSharp,lang_CPlusPlus,lang_PHP,lang_Go,lang_Rust,IsFullTime,ConvertedCompYearly
7.0,14.0,8.0,5.0,2.0,2.0,10,10.0,1,0,0,0,0,0,1,0,0,0,0,1,82000.0
3.0,9.0,3.0,5.0,9.0,2.0,10,0.0,5,0,1,1,1,0,1,0,0,0,0,1,163000.0
6.0,6.0,15.0,6.0,8.0,0.0,7,10.0,5,1,1,0,1,0,0,0,0,0,0,1,70888.0
5.0,7.0,10.0,6.0,5.0,1.0,6,0.0,3,0,1,0,1,0,0,0,1,0,0,1,22409.0
3.0,7.0,3.0,6.0,7.0,1.0,2,3.0,5,1,1,1,1,0,0,0,0,0,0,1,50481.0
14.0,22.0,10.0,5.0,9.0,2.0,6,0.0,3,0,1,0,0,0,0,0,0,0,0,1,93591.0
8.0,15.0,10.0,5.0,9.0,0.0,3,1.0,13,1,1,1,0,1,0,0,0,1,0,1,64444.0
11.0,15.0,15.0,5.0,4.0,1.0,6,10.0,11,1,1,1,1,0,1,1,0,1,0,1,266096.0
11.0,11.0,10.0,5.0,4.0,1.0,6,0.0,5,1,1,1,0,0,0,0,1,0,0,1,60577.0
27.0,26.0,10.0,5.0,1.0,0.0,7,1.0,3,0,0,0,1,0,0,0,0,0,0,0,51555.0
8.0,11.0,8.0,5.0,5.0,0.0,3,0.0,4,1,1,1,0,0,0,0,0,0,1,1,60147.0
6.0,12.0,6.0,5.0,4.0,2.0,6,1.0,2,0,0,0,0,0,0,0,1,0,0,1,16807.0
1.0,7.0,1.0,3.0,4.0,1.0,5,0.0,2,0,1,1,0,0,0,0,0,0,0,1,48333.0
7.0,23.0,7.0,7.0,2.0,2.0,6,10.0,4,0,0,0,0,0,0,0,0,0,1,1,57601.0
3.0,6.0,10.0,5.0,3.0,2.0,3,0.0,3,0,0,0,1,0,1,1,0,0,0,0,25777.0
24.0,28.0,10.0,6.0,1.0,0.0,6,1.0,2,0,1,0,0,0,0,0,0,0,0,0,60000.0
25.0,32.0,30.0,5.0,2.0,1.0,7,8.0,1,0,0,0,0,0,0,0,0,0,0,0,42962.0
5.0,9.0,6.0,3.0,6.0,1.0,3,0.0,7,0,0,1,1,0,0,1,0,0,1,1,68310.0
6.0,8.0,6.0,5.0,2.0,2.0,6,0.0,9,0,1,1,1,1,0,0,1,1,0,1,36608.0
4.0,7.0,4.0,4.0,4.0,2.0,1,0.0,3,0,0,1,1,0,0,0,0,0,0,1,72693.0
18.0,25.0,18.0,3.0,4.0,2.0,6,7.0,7,1,0,0,0,1,0,0,0,0,0,1,69951.0
18.0,22.0,10.0,5.0,4.0,1.0,10,8.0,8,0,1,1,1,0,1,1,0,0,0,1,136000.0
13.0,19.0,13.0,5.0,7.0,0.0,10,8.0,11,1,1,1,1,1,0,0,1,0,0,1,94000.0
7.0,20.0,7.0,6.0,9.0,0.0,6,1.0,2,0,0,0,1,1,0,0,0,0,0,1,46607.0
2.0,10.0,10.0,3.0,2.0,2.0,6,10.0,4,0,1,0,0,0,1,0,0,0,0,1,42943.0
16.0,21.0,16.0,6.0,7.0,0.0,6,1.0,1,0,0,0,0,1,0,0,0,0,0,1,77951.0
2.0,4.0,10.0,4.0,2.0,2.0,10,2.0,3,0,1,0,0,0,0,0,1,0,0,1,52000.0
8.0,14.0,7.0,6.0,4.0,1.0,7,3.0,6,1,1,0,0,1,0,1,0,0,0,1,21481.0
10.0,14.0,10.0,6.0,5.0,1.0,6,2.0,3,0,0,0,1,0,1,0,0,0,0,1,54294.0
5.0,16.0,10.0,2.0,6.0,1.0,6,5.0,6,1,1,0,1,0,0,0,0,0,0,1,83651.0
8.0,12.0,10.0,6.0,3.0,1.0,2,1.0,2,0,1,0,0,0,0,0,0,0,0,1,69814.0
20.0,30.0,10.0,4.0,5.0,1.0,3,1.0,3,0,1,0,1,0,1,0,0,0,0,1,85925.0
17.0,21.0,21.0,5.0,7.0,1.0,7,1.0,4,0,0,0,1,1,0,0,1,0,0,1,76258.0
12.0,12.0,10.0,5.0,7.0,1.0,10,6.0,5,1,1,1,0,1,0,0,0,0,0,1,302409.0
12.0,13.0,12.0,3.0,5.0,1.0,6,1.0,1,0,0,0,0,1,0,0,0,0,0,1,86118.0
20.0,20.0,10.0,6.0,8.0,1.0,9,10.0,9,0,1,1,0,0,0,1,0,0,1,1,61146.0
20.0,20.0,20.0,5.0,7.0,1.0,5,7.0,3,1,0,0,0,0,0,0,0,0,0,1,118147.0
2.0,9.0,10.0,5.0,3.0,0.0,1,0.0,7,1,1,1,1,0,0,0,1,0,0,1,59608.0
5.0,7.0,5.0,4.0,6.0,1.0,7,1.0,8,1,1,1,1,0,0,0,0,1,0,1,59073.0
7.0,10.0,8.0,5.0,4.0,0.0,6,0.0,4,1,1,1,0,0,1,0,0,0,0,1,35919.0
20.0,24.0,20.0,6.0,4.0,0.0,6,0.0,13,0,1,1,1,1,0,1,1,1,0,1,40000.0
6.0,12.0,7.0,3.0,3.0,0.0,6,0.0,4,1,1,1,0,0,0,0,0,0,0,1,91295.0
7.0,7.0,7.0,5.0,5.0,1.0,6,0.0,3,0,1,0,1,0,1,0,0,0,0,1,53808.0
7.0,10.0,7.0,6.0,2.0,0.0,8,7.0,1,0,0,0,0,0,0,0,0,0,0,1,45600.0
9.0,13.0,10.0,5.0,7.0,2.0,6,10.0,3,1,1,0,0,0,0,0,0,1,0,1,150369.0
18.0,24.0,10.0,6.0,9.0,1.0,6,0.0,3,0,1,1,1,0,0,0,0,0,0,1,118919.0
21.0,26.0,38.0,4.0,9.0,0.0,10,0.0,5,1,1,1,1,0,1,0,0,0,0,1,220207.0
2.0,6.0,10.0,5.0,9.0,2.0,10,8.0,9,1,1,1,1,0,1,1,0,0,1,1,60000.0
7.0,9.0,7.0,6.0,7.0,1.0,3,10.0,3,0,0,0,1,0,0,0,0,0,0,1,112777.0
9.0,14.0,9.0,5.0,5.0,0.0,10,0.0,5,1,1,0,1,1,0,0,0,0,0,1,192000.0
24.0,26.0,10.0,6.0,7.0,0.0,0,0.0,4,0,1,0,0,1,0,0,0,0,0,1,41960.0
2.0,6.0,10.0,5.0,4.0,2.0,4,1.0,4,1,0,0,1,1,0,0,0,0,0,1,16330.0
10.0,13.0,10.0,6.0,3.0,1.0,10,0.0,3,0,1,1,0,1,0,0,0,0,0,1,180000.0
23.0,28.0,25.0,3.0,2.0,0.0,6,0.0,6,1,1,1,1,0,1,0,0,0,0,1,90221.0
16.0,19.0,10.0,6.0,1.0,0.0,2,1.0,3,0,0,0,1,0,0,0,0,0,0,0,75184.0
8.0,8.0,8.0,6.0,4.0,0.0,8,0.0,2,1,0,1,0,0,0,0,0,0,0,0,78000.0
19.0,23.0,20.0,5.0,5.0,1.0,5,10.0,4,1,0,0,0,0,0,1,0,0,0,1,80555.0
2.0,7.0,2.0,5.0,5.0,1.0,6,10.0,4,1,1,1,0,0,0,0,0,0,0,1,18350.0
3.0,8.0,10.0,6.0,5.0,1.0,6,0.0,1,0,0,1,0,0,0,0,0,0,0,1,18548.0
8.0,9.0,7.0,5.0,6.0,1.0,4,1.0,2,1,0,0,0,1,0,0,0,0,0,1,46658.0
8.0,11.0,8.0,5.0,1.0,0.0,0,1.0,5,1,1,0,0,1,0,0,0,1,0,1,84000.0
1.0,3.0,1.0,4.0,5.0,1.0,6,0.0,4,0,1,1,0,0,1,0,0,0,0,1,21330.0
4.0,11.0,4.0,5.0,5.0,0.0,10,1.0,23,1,1,1,1,1,1,1,0,1,1,1,120000.0
6.0,8.0,6.0,4.0,9.0,1.0,3,5.0,3,1,0,0,0,0,0,0,0,1,0,0,53703.0
6.0,14.0,6.0,6.0,5.0,0.0,3,0.0,5,1,1,0,1,0,1,0,0,0,0,1,77332.0
1.0,6.0,10.0,6.0,5.0,1.0,2,3.0,4,1,0,0,1,0,0,0,0,1,0,1,53703.0
8.0,11.0,8.0,5.0,8.0,1.0,6,4.0,5,1,0,0,1,1,0,0,0,0,0,1,74239.0
12.0,27.0,10.0,3.0,2.0,1.0,9,0.0,8,1,1,1,1,0,0,1,0,0,1,1,127388.0
14.0,17.0,14.0,6.0,5.0,1.0,6,1.0,1,0,0,0,0,0,1,0,0,0,0,1,158918.0
19.0,23.0,10.0,5.0,9.0,2.0,10,6.0,10,1,0,0,0,0,0,1,0,0,1,1,500000.0
16.0,28.0,22.0,5.0,2.0,2.0,10,0.0,4,1,1,1,0,1,0,0,0,0,0,1,115000.0
15.0,30.0,10.0,5.0,5.0,1.0,9,1.0,3,0,0,0,1,0,1,0,0,0,0,1,104458.0
30.0,35.0,10.0,5.0,1.0,0.0,9,0.0,5,0,1,0,1,0,0,0,1,0,0,0,100636.0
3.0,10.0,3.0,5.0,3.0,1.0,3,0.0,4,0,1,0,1,1,0,0,0,0,0,1,45111.0
5.0,30.0,20.0,5.0,2.0,0.0,10,10.0,4,1,1,0,0,0,0,0,0,0,0,1,80000.0
5.0,5.0,5.0,6.0,7.0,1.0,3,10.0,1,1,0,0,0,0,0,0,0,0,0,1,75184.0
1.0,9.0,1.0,5.0,2.0,1.0,1,0.0,5,1,0,0,0,1,0,0,0,0,1,1,52339.0
9.0,10.0,9.0,3.0,6.0,1.0,6,8.0,5,0,1,1,1,0,1,0,0,0,0,1,27822.0
16.0,40.0,10.0,6.0,4.0,0.0,2,1.0,3,1,0,0,0,0,0,0,0,0,0,1,161109.0
3.0,5.0,3.0,5.0,5.0,1.0,6,0.0,8,0,1,1,1,1,0,0,0,0,0,1,55851.0
14.0,24.0,11.0,7.0,4.0,1.0,6,10.0,5,1,0,0,1,1,0,1,1,0,0,1,59073.0
18.0,22.0,18.0,6.0,8.0,1.0,10,0.0,5,1,1,1,0,1,0,0,0,0,0,1,240000.0
7.0,10.0,10.0,6.0,4.0,1.0,6,10.0,6,1,0,0,0,0,1,1,0,0,0,1,43435.0
11.0,16.0,11.0,3.0,4.0,1.0,5,0.0,9,0,1,1,0,0,0,1,1,0,0,1,60792.0
25.0,25.0,25.0,3.0,7.0,1.0,10,0.0,6,0,1,0,1,0,1,0,0,0,0,1,150000.0
5.0,8.0,8.0,6.0,7.0,0.0,6,8.0,11,1,0,0,1,0,1,0,0,1,1,1,24202.0
18.0,27.0,10.0,7.0,8.0,1.0,9,10.0,5,1,0,0,0,0,0,0,0,0,0,1,95541.0
12.0,15.0,10.0,6.0,7.0,1.0,6,1.0,4,0,0,0,0,1,0,0,0,1,0,1,87812.0
25.0,29.0,10.0,5.0,4.0,1.0,10,2.0,4,0,1,1,0,0,1,0,0,0,0,1,80000.0
6.0,10.0,6.0,5.0,3.0,1.0,6,0.0,5,1,0,1,0,1,0,0,0,0,1,0,13426.0
2.0,13.0,2.0,6.0,3.0,2.0,6,1.0,4,0,0,0,1,0,1,0,0,0,1,1,20944.0
2.0,5.0,3.0,3.0,4.0,0.0,6,0.0,13,1,1,1,1,1,0,1,1,1,0,0,12889.0
3.0,3.0,10.0,3.0,4.0,1.0,9,2.0,4,0,1,0,0,1,0,0,1,0,0,1,39172.0
10.0,16.0,10.0,7.0,5.0,0.0,6,10.0,8,1,1,1,1,0,0,0,0,1,0,1,69814.0
4.0,7.0,4.0,5.0,5.0,0.0,0,1.0,3,1,0,0,1,0,1,0,0,0,0,1,24243.0
3.0,9.0,1.0,5.0,9.0,1.0,10,1.0,9,0,1,1,1,1,1,0,0,0,0,1,170000.0
2.0,8.0,3.0,5.0,5.0,1.0,3,0.0,4,1,1,0,1,1,0,0,0,0,0,1,59288.0
21.0,29.0,21.0,3.0,3.0,1.0,3,8.0,4,0,0,0,0,0,0,0,0,0,0,1,69814.0
2.0,4.0,10.0,6.0,2.0,0.0,4,10.0,5,1,1,0,1,0,0,0,0,0,0,1,14356.0
5.0,7.0,6.0,3.0,4.0,0.0,6,1.0,11,1,1,1,1,1,0,1,1,0,0,1,13597.0
8.0,12.0,10.0,5.0,2.0,2.0,6,2.0,2,0,1,1,0,0,0,0,0,0,0,1,26363.0
6.0,9.0,6.0,5.0,8.0,0.0,10,10.0,7,1,1,1,1,0,0,0,0,1,0,1,145000.0
10.0,17.0,10.0,5.0,5.0,1.0,5,1.0,5,0,1,1,1,0,1,0,0,0,0,1,128887.0
8.0,11.0,10.0,7.0,6.0,1.0,3,8.0,6,1,0,0,1,0,1,0,0,0,0,1,80555.0
13.0,19.0,13.0,5.0,3.0,1.0,5,1.0,5,1,0,0,0,0,1,1,0,1,0,1,70244.0
10.0,18.0,10.0,6.0,4.0,0.0,8,1.0,1,0,0,0,0,1,0,0,0,0,0,1,74052.0
3.0,5.0,16.0,6.0,8.0,1.0,9,10.0,4,1,0,0,1,0,0,0,0,0,0,1,71082.0
3.0,10.0,10.0,6.0,6.0,1.0,2,10.0,6,1,0,0,1,1,0,1,0,0,0,1,42962.0
5.0,13.0,10.0,7.0,2.0,1.0,6,10.0,6,1,0,0,0,1,0,1,0,0,0,0,155984.0
6.0,13.0,6.0,5.0,7.0,1.0,6,7.0,3,0,0,0,1,0,0,0,0,0,0,1,64444.0
5.0,8.0,8.0,7.0,9.0,1.0,3,3.0,10,1,0,0,1,1,0,1,0,0,0,1,107406.0
15.0,21.0,10.0,5.0,3.0,2.0,6,1.0,7,0,1,1,1,1,1,0,0,0,0,1,102950.0
2.0,4.0,2.0,5.0,9.0,2.0,6,0.0,6,1,1,0,1,0,0,0,0,0,0,1,51555.0
1.0,6.0,1.0,5.0,2.0,2.0,10,10.0,7,1,1,0,1,0,0,0,0,0,1,0,20800.0
5.0,10.0,6.0,5.0,5.0,0.0,9,10.0,9,1,1,1,1,0,1,0,0,1,0,1,95541.0
7.0,7.0,10.0,5.0,5.0,0.0,7,1.0,1,0,0,0,0,0,0,0,0,0,0,1,51555.0
13.0,15.0,12.0,6.0,6.0,0.0,8,10.0,2,0,0,0,0,0,0,1,0,0,0,1,55200.0
1.0,2.0,10.0,6.0,5.0,1.0,8,10.0,1,1,0,0,0,0,0,0,0,0,0,1,14810.0
12.0,16.0,12.0,5.0,6.0,0.0,10,0.0,4,0,1,1,0,0,0,0,0,0,0,1,150000.0
3.0,4.0,3.0,5.0,3.0,2.0,3,0.0,5,0,1,1,1,1,0,0,0,0,0,1,59073.0
7.0,12.0,7.0,7.0,2.0,2.0,2,10.0,2,1,0,0,0,0,0,1,0,0,0,0,77332.0
20.0,25.0,22.0,5.0,3.0,1.0,9,1.0,4,0,1,0,1,0,1,0,0,0,0,1,108280.0
1.0,5.0,2.0,3.0,4.0,1.0,1,0.0,7,1,1,1,0,1,1,0,1,0,0,1,19627.0
2.0,4.0,2.0,5.0,2.0,0.0,8,0.0,5,0,1,0,1,0,1,0,0,0,0,1,16588.0
14.0,18.0,10.0,6.0,9.0,0.0,4,0.0,9,1,0,0,1,1,1,1,0,1,0,1,53836.0
11.0,14.0,12.0,5.0,4.0,1.0,10,0.0,8,1,1,0,1,0,0,0,1,0,1,1,133000.0
19.0,22.0,10.0,6.0,6.0,0.0,6,6.0,3,0,1,0,1,0,1,0,0,0,0,1,102427.0
12.0,16.0,12.0,6.0,5.0,0.0,6,9.0,1,0,0,0,0,0,0,1,0,0,0,1,74239.0
6.0,10.0,6.0,5.0,4.0,0.0,10,0.0,5,0,1,1,0,0,0,0,0,1,1,1,170000.0
6.0,10.0,6.0,5.0,7.0,2.0,1,1.0,6,1,1,0,1,0,0,0,1,0,1,1,91593.0
30.0,43.0,10.0,7.0,8.0,0.0,6,1.0,5,0,0,0,0,0,0,0,0,0,0,1,95384.0
6.0,6.0,6.0,3.0,6.0,0.0,8,1.0,6,1,0,0,1,0,0,0,0,1,0,1,68374.0
9.0,14.0,9.0,5.0,9.0,0.0,10,6.0,3,1,0,0,0,0,1,1,0,0,0,1,257695.0
3.0,10.0,3.0,5.0,7.0,0.0,0,1.0,7,1,1,1,1,0,1,1,0,1,0,1,46622.0
3.0,7.0,3.0,5.0,4.0,0.0,8,8.0,1,0,0,0,0,0,1,0,0,0,0,1,19253.0
17.0,24.0,18.0,5.0,7.0,2.0,6,8.0,4,0,1,0,1,0,1,0,0,0,0,1,14366.0
18.0,20.0,10.0,3.0,5.0,0.0,3,2.0,5,0,1,1,1,0,0,0,1,0,0,0,128887.0
10.0,30.0,10.0,7.0,4.0,0.0,10,10.0,1,0,0,0,0,0,0,0,0,0,0,1,70000.0
30.0,34.0,30.0,3.0,5.0,1.0,6,0.0,7,0,1,1,1,0,1,0,0,0,0,1,62000.0
5.0,10.0,19.0,5.0,7.0,0.0,6,5.0,3,1,0,0,1,0,0,0,0,1,0,0,85000.0
7.0,8.0,7.0,2.0,3.0,1.0,3,9.0,2,0,0,0,0,0,0,1,0,0,0,1,53703.0
10.0,14.0,15.0,5.0,5.0,0.0,6,7.0,9,1,1,1,0,0,1,0,1,0,0,1,77332.0
9.0,12.0,9.0,5.0,5.0,1.0,6,7.0,4,0,1,0,0,0,0,0,0,0,0,0,14720.0
17.0,32.0,17.0,6.0,5.0,1.0,3,10.0,2,1,0,0,0,0,0,0,0,0,0,1,57999.0
2.0,9.0,10.0,5.0,9.0,1.0,6,0.0,6,0,1,1,1,0,1,0,0,0,0,1,66066.0
8.0,10.0,8.0,5.0,2.0,1.0,6,0.0,3,0,1,1,0,0,0,0,0,0,1,1,21728.0
4.0,5.0,10.0,5.0,8.0,2.0,10,10.0,4,0,0,0,1,0,0,0,0,0,0,1,105000.0
15.0,30.0,30.0,6.0,7.0,1.0,3,9.0,3,1,0,0,0,0,0,1,0,0,0,1,97740.0
6.0,9.0,10.0,2.0,7.0,2.0,3,10.0,4,0,0,0,0,0,0,0,1,0,0,1,69814.0
2.0,9.0,2.0,5.0,7.0,1.0,6,0.0,7,1,0,0,0,1,1,1,0,0,0,1,45478.0
1.0,5.0,2.0,4.0,2.0,2.0,6,0.0,6,1,1,0,1,0,0,0,1,0,0,1,13400.0
3.0,7.0,10.0,5.0,3.0,1.0,8,10.0,2,1,0,0,0,0,0,1,0,0,0,1,24684.0
9.0,9.0,10.0,2.0,5.0,1.0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,1,70000.0
7.0,10.0,13.0,7.0,6.0,2.0,2,10.0,4,1,0,0,1,0,1,0,0,0,0,1,71962.0
2.0,4.0,3.0,5.0,4.0,2.0,4,3.0,4,1,1,0,1,0,0,0,0,0,0,1,11963.0
7.0,10.0,7.0,5.0,7.0,1.0,4,1.0,2,1,0,0,1,0,0,0,0,0,0,1,59817.0
3.0,10.0,10.0,2.0,7.0,0.0,7,0.0,1,0,0,0,0,1,0,0,0,0,0,1,35444.0
10.0,15.0,10.0,5.0,5.0,1.0,3,0.0,4,1,1,1,0,0,0,0,0,0,0,0,56388.0
5.0,6.0,30.0,5.0,7.0,0.0,1,4.0,2,0,0,0,1,0,0,0,0,0,0,1,79962.0
15.0,25.0,15.0,5.0,5.0,1.0,5,0.0,4,0,1,0,1,0,1,0,0,0,0,1,75184.0
2.0,3.0,3.0,2.0,3.0,0.0,8,1.0,14,1,1,1,1,1,1,1,0,0,0,1,15000.0
10.0,34.0,10.0,7.0,4.0,0.0,8,10.0,3,1,0,0,1,0,0,0,0,0,0,1,130000.0
2.0,4.0,9.0,5.0,5.0,1.0,6,10.0,1,0,0,0,0,0,0,0,0,1,0,1,108074.0
8.0,9.0,10.0,5.0,2.0,0.0,10,0.0,5,1,1,1,0,0,0,0,0,1,1,1,150000.0
3.0,8.0,3.0,5.0,5.0,1.0,3,10.0,7,1,1,1,1,1,0,0,0,1,0,0,60147.0
2.0,5.0,2.0,2.0,3.0,2.0,6,2.0,4,0,1,0,0,0,1,0,1,0,0,1,55374.0
22.0,25.0,22.0,6.0,4.0,0.0,6,1.0,6,0,1,1,1,0,1,0,0,0,0,1,44818.0
7.0,14.0,7.0,5.0,8.0,1.0,10,10.0,5,0,1,0,0,0,0,0,1,0,0,1,100000.0
7.0,11.0,7.0,6.0,5.0,1.0,6,0.0,10,1,1,1,1,1,0,0,1,0,0,1,79552.0
2.0,7.0,7.0,5.0,7.0,0.0,10,0.0,8,1,1,1,1,0,0,0,0,0,0,1,150000.0
10.0,14.0,10.0,7.0,7.0,0.0,9,10.0,4,1,0,0,1,0,0,0,0,0,0,1,207642.0
2.0,6.0,2.0,5.0,3.0,1.0,6,0.0,6,0,1,1,1,0,0,0,0,0,0,1,11400.0
