YearsCodePro_n,YearsCode_n,WorkExp_n,EdLevel_n,OrgSize_n,Remote_n,Country_n,DevType_n,lang_count,lang_Python,lang_JavaScript,lang_TypeScript,lang_SQL,lang_Java,lang_CSharp,lang_CPlusPlus,lang_PHP,lang_Go,lang_Rust,IsFullTime,ConvertedCompYearly
14.0,17.0,20.0,5.0,7.0,0.0,6,6.0,9,1,1,0,1,1,0,0,0,0,1,1,116393.0
3.0,7.0,10.0,5.0,3.0,2.0,6,5.0,6,1,1,0,0,1,0,0,0,1,0,1,23791.0
3.0,7.0,10.0,4.0,4.0,0.0,10,0.0,4,1,0,1,0,0,0,0,0,1,1,1,153000.0
14.0,16.0,17.0,6.0,7.0,2.0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,1,94517.0
11.0,15.0,11.0,6.0,9.0,1.0,10,9.0,6,1,0,0,0,0,0,1,0,0,0,1,380000.0
0.0,7.0,10.0,5.0,4.0,2.0,6,1.0,1,0,0,0,0,1,0,0,0,0,0,0,12889.0
1.0,4.0,1.0,3.0,8.0,1.0,6,1.0,4,0,0,0,1,0,1,0,0,0,0,1,25000.0
5.0,10.0,5.0,6.0,4.0,2.0,6,7.0,4,0,0,1,0,1,0,0,0,0,0,1,103681.0
20.0,39.0,10.0,5.0,7.0,1.0,6,1.0,1,0,0,0,0,0,1,0,0,0,0,1,58113.0
22.0,31.0,10.0,6.0,9.0,1.0,8,6.0,4,1,1,0,0,0,0,1,0,0,0,1,115000.0
22.0,39.0,10.0,6.0,7.0,1.0,3,9.0,5,0,1,0,0,0,0,1,0,0,0,1,118147.0
10.0,20.0,10.0,5.0,7.0,2.0,6,1.0,3,1,1,0,0,0,0,0,0,0,0,1,85886.0
15.0,35.0,10.0,6.0,4.0,1.0,3,1.0,6,1,0,0,1,1,0,0,1,0,0,0,128887.0
4.0,10.0,4.0,5.0,2.0,1.0,3,0.0,9,1,0,1,1,1,0,0,0,0,1,1,59073.0
9.0,9.0,9.0,6.0,5.0,0.0,9,1.0,0,0,0,0,0,0,0,0,0,0,0,1,105732.0
2.0,3.0,10.0,5.0,4.0,0.0,1,8.0,5,1,1,1,1,0,0,0,0,0,0,1,65424.0
5.0,8.0,5.0,5.0,7.0,0.0,6,0.0,3,0,1,1,0,0,0,0,0,0,0,1,10166.0
20.0,33.0,30.0,5.0,5.0,2.0,10,10.0,7,1,1,0,1,1,0,1,0,0,0,1,150000.0
0.0,3.0,1.0,6.0,5.0,1.0,2,4.0,3,1,0,0,1,0,0,0,0,1,0,1,48333.0
24.0,32.0,24.0,6.0,4.0,0.0,10,10.0,10,1,1,1,0,0,1,1,0,0,0,1,300000.0
20.0,20.0,20.0,6.0,7.0,0.0,10,4.0,4,0,0,0,1,0,1,0,0,0,0,1,190000.0
5.0,8.0,8.0,5.0,5.0,0.0,3,0.0,8,1,1,1,1,1,0,0,0,0,0,1,75184.0
10.0,10.0,5.0,7.0,9.0,2.0,10,10.0,4,1,0,0,0,0,0,1,0,0,0,1,90000.0
11.0,11.0,12.0,5.0,4.0,0.0,4,1.0,4,0,1,0,1,0,0,0,1,0,0,1,16749.0
20.0,25.0,23.0,6.0,9.0,0.0,10,0.0,2,1,0,0,0,0,0,0,0,0,0,1,345000.0
7.0,9.0,7.0,7.0,4.0,2.0,6,0.0,11,1,1,1,1,1,1,0,1,1,0,1,39206.0
31.0,37.0,10.0,7.0,8.0,1.0,7,10.0,6,0,0,0,1,0,0,1,0,0,0,1,53703.0
4.0,4.0,5.0,2.0,9.0,1.0,5,10.0,6,1,0,0,1,0,0,0,0,0,0,1,48333.0
6.0,10.0,10.0,6.0,1.0,0.0,5,0.0,3,0,1,0,0,0,0,0,0,0,0,0,120000.0
30.0,32.0,32.0,6.0,8.0,0.0,0,1.0,6,0,1,0,1,0,1,0,0,0,0,1,55946.0
1.0,4.0,10.0,7.0,6.0,2.0,6,8.0,1,0,0,0,0,0,1,0,0,0,0,1,10196.0
15.0,20.0,10.0,6.0,8.0,1.0,6,1.0,3,0,0,1,0,1,0,0,0,0,0,1,84851.0
5.0,7.0,10.0,6.0,5.0,1.0,4,4.0,6,1,0,0,1,0,0,0,0,0,0,1,29909.0
16.0,20.0,10.0,4.0,4.0,1.0,1,0.0,4,0,1,0,1,0,0,0,1,0,0,1,83597.0
22.0,30.0,10.0,6.0,5.0,0.0,10,8.0,12,1,1,1,1,1,0,0,0,1,1,1,243500.0
9.0,20.0,9.0,7.0,5.0,1.0,6,0.0,7,1,0,0,1,0,0,1,0,0,0,1,52652.0
27.0,32.0,27.0,7.0,4.0,2.0,6,8.0,2,1,0,0,0,0,0,0,0,0,0,1,29132.0
9.0,10.0,9.0,4.0,7.0,0.0,6,0.0,6,0,1,1,1,1,0,0,0,0,0,1,38666.0
15.0,23.0,20.0,7.0,5.0,2.0,0,10.0,5,0,0,0,1,1,0,1,0,0,0,1,44757.0
28.0,30.0,30.0,3.0,4.0,0.0,6,10.0,11,1,0,0,1,1,0,0,1,1,0,1,65907.0
2.0,5.0,2.0,5.0,9.0,1.0,4,4.0,7,1,1,0,1,1,0,0,0,1,0,1,13160.0
6.0,13.0,10.0,6.0,9.0,1.0,10,10.0,7,1,0,0,0,0,0,1,0,0,1,0,50000.0
8.0,10.0,8.0,5.0,5.0,0.0,10,0.0,3,0,1,1,0,0,0,0,0,0,0,1,170000.0
23.0,27.0,10.0,5.0,1.0,0.0,9,7.0,1,0,0,0,0,0,0,0,0,0,0,0,140127.0
12.0,18.0,12.0,5.0,7.0,0.0,10,7.0,5,0,1,1,0,1,0,0,0,0,0,1,196000.0
34.0,43.0,34.0,5.0,9.0,1.0,9,0.0,10,1,1,1,1,1,0,1,0,0,0,1,286623.0
15.0,18.0,15.0,6.0,9.0,1.0,2,4.0,2,1,0,0,1,0,0,0,0,0,0,1,96666.0
18.0,18.0,10.0,5.0,9.0,0.0,10,3.0,4,1,0,0,1,0,0,0,0,0,0,1,200000.0
3.0,5.0,10.0,5.0,9.0,2.0,10,9.0,1,0,0,0,0,0,0,0,0,0,0,1,120000.0
6.0,10.0,6.0,6.0,2.0,1.0,6,0.0,8,1,1,1,1,1,0,0,0,0,0,1,80555.0
6.0,11.0,10.0,5.0,9.0,0.0,10,4.0,13,1,1,1,1,1,0,1,0,0,1,1,148000.0
4.0,7.0,5.0,5.0,6.0,2.0,7,6.0,5,0,1,1,1,1,0,0,0,0,0,1,31148.0
5.0,18.0,10.0,6.0,9.0,1.0,3,10.0,3,0,1,1,0,0,0,0,0,0,0,1,85925.0
3.0,10.0,3.0,5.0,5.0,0.0,6,2.0,7,1,1,1,1,0,0,0,0,0,0,1,35635.0
1.0,2.0,1.0,5.0,5.0,0.0,7,2.0,3,0,1,1,0,0,0,0,0,0,0,1,29537.0
10.0,13.0,10.0,3.0,5.0,1.0,1,0.0,8,0,1,1,1,1,1,0,0,0,0,1,72693.0
29.0,43.0,30.0,3.0,7.0,1.0,10,10.0,6,0,1,0,1,0,1,0,0,0,0,1,75000.0
11.0,16.0,10.0,5.0,9.0,0.0,10,7.0,1,0,0,0,0,0,0,1,0,0,0,1,275000.0
9.0,15.0,10.0,6.0,4.0,2.0,4,1.0,4,0,1,0,1,0,0,0,1,1,0,1,11963.0
6.0,11.0,10.0,5.0,4.0,1.0,6,1.0,3,0,0,0,1,0,0,0,0,0,0,0,84138.0
20.0,25.0,20.0,5.0,4.0,0.0,10,0.0,4,0,1,1,0,0,1,0,0,0,0,1,200000.0
10.0,15.0,11.0,7.0,6.0,0.0,3,8.0,4,1,0,0,1,1,0,1,0,0,0,1,88073.0
0.0,4.0,1.0,5.0,4.0,1.0,4,1.0,4,0,1,0,0,0,0,1,0,0,0,1,15553.0
8.0,10.0,8.0,5.0,3.0,0.0,6,6.0,2,1,0,0,1,0,0,0,0,0,0,1,54000.0
11.0,14.0,10.0,6.0,7.0,1.0,5,0.0,1,0,0,0,0,0,0,0,0,0,0,1,150369.0
8.0,16.0,10.0,6.0,4.0,1.0,6,9.0,13,1,1,0,0,0,0,1,0,0,1,1,39594.0
17.0,22.0,17.0,3.0,5.0,1.0,7,7.0,2,0,0,0,0,0,0,0,0,0,0,1,38666.0
18.0,20.0,10.0,6.0,9.0,2.0,3,9.0,4,1,0,0,0,0,0,0,0,0,0,1,150369.0
8.0,9.0,8.0,3.0,5.0,1.0,10,1.0,5,0,0,1,1,1,0,0,1,0,0,1,126000.0
2.0,3.0,14.0,3.0,4.0,0.0,6,0.0,7,1,1,0,1,0,0,0,0,0,0,0,80000.0
5.0,10.0,10.0,5.0,6.0,0.0,8,7.0,3,0,0,0,0,0,1,0,0,0,0,1,60000.0
17.0,23.0,10.0,5.0,9.0,0.0,10,2.0,6,0,0,1,0,1,1,0,0,0,1,1,500000.0
6.0,10.0,6.0,5.0,4.0,0.0,6,7.0,5,0,0,0,1,1,0,1,0,0,0,0,77332.0
5.0,7.0,5.0,6.0,5.0,1.0,4,1.0,8,1,1,1,1,1,0,0,1,0,0,1,21534.0
8.0,10.0,8.0,3.0,2.0,1.0,7,0.0,5,0,1,1,0,0,0,0,1,0,0,1,32222.0
16.0,24.0,16.0,5.0,2.0,0.0,6,0.0,6,0,1,0,1,0,1,0,0,0,0,0,59515.0
7.0,9.0,7.0,6.0,5.0,0.0,8,1.0,4,0,1,1,0,0,0,0,0,0,1,1,54000.0
8.0,12.0,10.0,6.0,5.0,0.0,8,10.0,1,0,0,0,0,0,0,0,0,1,0,1,35545.0
20.0,30.0,21.0,3.0,9.0,0.0,10,10.0,8,0,1,0,1,0,0,0,0,0,1,1,316800.0
4.0,9.0,10.0,6.0,4.0,1.0,2,0.0,7,1,1,1,1,0,0,0,1,0,0,1,60147.0
5.0,7.0,5.0,3.0,8.0,1.0,6,1.0,3,1,0,0,1,0,0,0,0,0,0,1,40336.0
15.0,18.0,10.0,5.0,4.0,2.0,0,6.0,7,1,1,0,1,0,1,0,0,0,1,1,130000.0
18.0,20.0,18.0,5.0,5.0,0.0,6,0.0,6,1,1,1,0,1,0,0,1,0,0,1,90000.0
21.0,28.0,21.0,3.0,4.0,0.0,6,1.0,3,0,0,0,0,0,1,0,0,1,0,1,33613.0
17.0,24.0,10.0,6.0,1.0,0.0,6,0.0,4,0,1,1,0,0,0,0,0,0,0,0,21481.0
7.0,14.0,7.0,5.0,9.0,1.0,4,10.0,13,1,1,0,1,1,1,1,1,1,0,1,22731.0
7.0,11.0,7.0,5.0,5.0,0.0,6,10.0,8,1,1,1,1,0,0,0,0,1,0,1,61958.0
15.0,16.0,10.0,6.0,4.0,0.0,10,0.0,6,0,1,1,1,0,1,1,0,0,0,1,135000.0
9.0,15.0,7.0,5.0,2.0,0.0,6,7.0,3,0,1,1,0,0,0,0,0,0,0,1,36179.0
8.0,13.0,10.0,5.0,7.0,2.0,10,10.0,15,1,1,1,1,1,1,1,0,0,0,1,32000.0
10.0,15.0,10.0,6.0,1.0,1.0,6,0.0,10,1,1,1,1,1,1,0,0,0,0,0,27525.0
4.0,9.0,14.0,5.0,5.0,1.0,9,1.0,4,0,0,0,1,1,0,0,0,0,0,1,113375.0
13.0,18.0,5.0,5.0,9.0,0.0,6,0.0,5,0,1,1,1,0,1,0,0,0,0,1,49354.0
1.0,3.0,10.0,3.0,5.0,1.0,8,2.0,7,1,1,1,0,0,1,1,0,0,0,1,12000.0
6.0,10.0,8.0,6.0,3.0,1.0,3,2.0,4,0,1,1,0,1,0,0,0,0,0,1,64444.0
3.0,4.0,2.0,5.0,7.0,1.0,6,1.0,7,1,1,1,0,1,0,0,0,1,0,1,14168.0
1.0,5.0,10.0,5.0,3.0,1.0,10,0.0,6,0,1,1,0,1,0,1,0,1,0,0,52000.0
8.0,16.0,8.0,3.0,4.0,1.0,3,0.0,3,1,1,0,0,0,0,0,0,0,0,1,47688.0
30.0,35.0,10.0,6.0,4.0,1.0,8,10.0,6,1,1,0,1,1,0,0,1,0,0,1,66647.0
3.0,4.0,10.0,5.0,2.0,1.0,8,0.0,6,1,1,1,1,0,0,0,0,0,0,1,29621.0
5.0,10.0,10.0,5.0,7.0,1.0,1,0.0,6,0,1,1,1,1,0,0,0,1,0,1,75601.0
25.0,29.0,25.0,5.0,4.0,0.0,10,1.0,6,1,0,0,0,1,1,0,0,1,1,1,180000.0
29.0,32.0,29.0,5.0,7.0,1.0,1,2.0,3,0,1,1,0,1,0,0,0,0,0,1,98135.0
4.0,8.0,10.0,5.0,1.0,0.0,6,1.0,5,0,1,0,1,0,0,0,0,1,1,0,18544.0
16.0,20.0,20.0,6.0,5.0,0.0,10,0.0,7,1,1,1,1,0,1,0,0,0,0,1,186000.0
7.0,13.0,8.0,5.0,3.0,0.0,6,0.0,3,0,1,1,0,0,0,0,0,0,0,1,62392.0
11.0,20.0,10.0,5.0,5.0,1.0,10,0.0,4,0,1,0,0,0,0,0,1,0,0,1,89000.0
9.0,14.0,10.0,6.0,9.0,1.0,9,0.0,6,1,1,1,1,1,0,0,0,0,1,1,229298.0
12.0,14.0,14.0,1.0,5.0,0.0,6,10.0,2,1,0,0,0,1,0,0,0,0,0,1,94037.0
3.0,4.0,3.0,2.0,2.0,0.0,6,0.0,5,0,1,1,1,0,1,0,0,0,0,1,42095.0
10.0,14.0,10.0,3.0,4.0,0.0,9,0.0,3,0,1,1,0,0,0,0,0,0,0,1,101910.0
10.0,40.0,35.0,7.0,4.0,2.0,6,0.0,3,0,1,0,0,0,0,0,0,0,0,1,73748.0
36.0,40.0,36.0,3.0,4.0,0.0,10,10.0,2,1,1,0,0,0,0,0,0,0,0,1,275000.0
3.0,8.0,3.0,5.0,4.0,1.0,6,0.0,4,0,1,1,0,0,1,0,0,0,0,1,48314.0
2.0,3.0,10.0,3.0,2.0,0.0,8,0.0,2,0,1,0,0,1,0,0,0,0,0,1,20407.0
9.0,10.0,9.0,3.0,4.0,0.0,6,10.0,6,0,1,1,1,0,0,0,0,0,0,1,154782.0
20.0,25.0,25.0,6.0,4.0,1.0,10,6.0,2,0,0,1,1,0,0,0,0,0,0,1,200000.0
34.0,39.0,30.0,6.0,7.0,0.0,10,10.0,6,0,0,0,1,1,0,0,0,0,0,1,150000.0
0.0,17.0,10.0,3.0,1.0,0.0,0,10.0,2,1,0,0,0,0,0,0,0,0,0,0,23274.0
9.0,14.0,10.0,3.0,6.0,1.0,6,0.0,9,1,1,1,1,1,0,0,1,0,0,1,222834.0
10.0,18.0,10.0,6.0,4.0,2.0,6,9.0,6,1,1,0,1,0,0,1,0,0,0,1,59073.0
4.0,7.0,4.0,6.0,5.0,0.0,10,1.0,1,0,0,0,0,0,0,0,0,0,1,1,180000.0
23.0,35.0,10.0,6.0,2.0,0.0,6,0.0,6,0,1,0,1,0,1,0,0,0,0,0,77332.0
2.0,15.0,2.0,5.0,9.0,1.0,10,4.0,7,1,1,1,1,1,0,0,0,0,0,1,83500.0
4.0,5.0,4.0,5.0,5.0,0.0,6,2.0,2,0,1,0,0,0,0,0,0,0,0,1,37592.0
22.0,22.0,10.0,5.0,9.0,0.0,10,2.0,6,0,1,1,1,0,0,0,1,0,0,1,166000.0
5.0,8.0,10.0,5.0,4.0,1.0,6,0.0,4,0,1,1,0,1,0,0,0,0,0,1,63300.0
19.0,34.0,10.0,3.0,9.0,1.0,7,8.0,5,0,0,0,1,0,0,0,1,0,0,1,36518.0
10.0,13.0,10.0,5.0,7.0,0.0,6,0.0,6,0,1,1,1,0,0,0,0,0,0,1,37736.0
4.0,4.0,4.0,5.0,5.0,0.0,10,0.0,5,0,1,0,1,0,1,1,0,0,0,1,80000.0
34.0,37.0,34.0,5.0,9.0,0.0,10,0.0,3,0,0,0,1,1,0,0,0,0,0,1,100000.0
3.0,5.0,16.0,2.0,3.0,0.0,3,7.0,4,0,1,1,1,0,0,0,0,0,0,1,48333.0
11.0,15.0,10.0,2.0,4.0,0.0,10,9.0,12,1,1,1,1,1,0,1,0,1,1,1,250000.0
2.0,5.0,2.0,5.0,7.0,2.0,4,10.0,5,1,1,0,1,0,0,0,0,1,0,1,14356.0
18.0,29.0,18.0,6.0,8.0,0.0,9,0.0,4,0,1,1,0,1,0,0,0,0,0,1,292992.0
3.0,13.0,3.0,6.0,5.0,1.0,6,1.0,5,1,0,0,1,0,1,0,0,0,0,1,32222.0
20.0,20.0,10.0,7.0,4.0,2.0,2,10.0,6,0,1,0,1,0,0,0,1,0,0,1,161109.0
3.0,8.0,10.0,6.0,7.0,1.0,0,8.0,9,1,1,1,1,1,1,0,0,0,0,1,26071.0
2.0,7.0,2.0,5.0,4.0,1.0,6,8.0,5,0,1,0,1,0,1,1,0,0,0,1,42748.0
21.0,26.0,21.0,6.0,5.0,1.0,7,0.0,2,0,1,1,0,0,0,0,0,0,0,1,62296.0
15.0,18.0,18.0,2.0,5.0,1.0,3,0.0,7,0,1,1,0,0,0,0,1,0,1,1,70888.0
2.0,5.0,10.0,7.0,4.0,1.0,6,10.0,1,1,0,0,0,0,0,0,0,0,0,1,68883.0
20.0,23.0,19.0,5.0,9.0,1.0,10,1.0,6,1,1,0,1,1,0,0,0,0,0,1,200000.0
2.0,8.0,2.0,7.0,4.0,2.0,6,9.0,5,1,0,0,0,0,0,0,0,0,1,1,49165.0
13.0,21.0,13.0,4.0,9.0,1.0,6,2.0,7,0,1,1,0,0,0,0,1,1,0,1,73664.0
22.0,24.0,10.0,6.0,5.0,1.0,6,0.0,1,0,0,0,0,0,0,0,1,0,0,1,32715.0
10.0,35.0,10.0,3.0,3.0,0.0,6,8.0,8,0,1,1,1,1,0,1,0,0,0,1,56201.0
3.0,12.0,2.0,6.0,6.0,1.0,3,10.0,9,1,1,0,1,0,0,1,0,1,0,1,66592.0
10.0,19.0,10.0,3.0,3.0,0.0,6,0.0,6,0,1,1,1,0,1,0,0,0,0,1,38645.0
8.0,17.0,8.0,4.0,2.0,0.0,10,4.0,3,1,0,0,1,0,0,0,0,0,0,1,157500.0
10.0,14.0,10.0,5.0,2.0,1.0,6,10.0,5,1,0,1,0,0,0,0,0,1,0,1,85925.0
13.0,16.0,13.0,4.0,5.0,0.0,7,1.0,4,0,0,0,1,1,0,0,0,0,0,0,100962.0
11.0,14.0,11.0,6.0,8.0,1.0,6,0.0,5,0,1,1,1,0,0,0,0,0,0,1,148479.0
3.0,7.0,10.0,5.0,4.0,1.0,10,0.0,5,0,1,0,1,0,1,0,0,0,0,1,86000.0
18.0,22.0,18.0,5.0,2.0,0.0,4,0.0,2,0,0,0,0,0,0,0,0,0,0,0,21534.0
30.0,40.0,30.0,5.0,7.0,0.0,10,0.0,3,0,1,0,1,0,1,0,0,0,0,1,225000.0
0.0,3.0,1.0,6.0,4.0,2.0,2,2.0,6,0,1,1,1,0,0,0,1,0,0,0,22555.0
3.0,3.0,10.0,5.0,2.0,0.0,6,10.0,6,0,1,1,1,0,0,0,0,0,1,1,88699.0
17.0,24.0,20.0,6.0,7.0,2.0,6,10.0,9,1,0,0,0,0,0,1,0,1,1,1,275950.0
14.0,20.0,15.0,5.0,7.0,1.0,6,1.0,5,1,0,0,1,1,0,0,0,0,0,1,107406.0
4.0,11.0,4.0,6.0,4.0,0.0,6,1.0,3,1,0,0,1,0,0,0,0,0,0,1,23629.0
10.0,18.0,13.0,6.0,5.0,1.0,10,1.0,8,0,1,1,1,1,0,0,0,0,0,1,222000.0
25.0,30.0,25.0,5.0,5.0,0.0,3,10.0,2,0,0,0,0,1,1,0,0,0,0,1,113851.0
10.0,15.0,10.0,4.0,4.0,0.0,10,0.0,6,0,1,1,1,0,0,0,1,0,0,1,103000.0
3.0,10.0,3.0,5.0,9.0,2.0,10,9.0,8,1,0,1,0,0,0,0,1,0,1,1,95000.0
1.0,20.0,2.0,3.0,4.0,0.0,10,0.0,5,1,1,1,1,0,0,0,0,0,0,1,79000.0
23.0,25.0,10.0,5.0,7.0,0.0,10,2.0,3,0,1,0,0,0,1,0,0,0,0,1,110000.0
3.0,7.0,6.0,3.0,5.0,0.0,9,0.0,6,1,1,1,1,0,0,0,1,0,0,1,89172.0
6.0,8.0,10.0,3.0,4.0,0.0,7,1.0,3,0,0,1,0,0,0,0,0,0,0,1,161109.0
5.0,11.0,5.0,6.0,5.0,0.0,8,1.0,4,0,1,0,1,0,0,0,1,0,0,1,19253.0
3.0,5.0,10.0,3.0,2.0,2.0,10,0.0,5,0,1,1,1,0,1,0,0,0,0,1,100000.0
2.0,5.0,5.0,5.0,6.0,2.0,3,0.0,9,0,1,1,1,1,0,0,1,0,0,1,64444.0
3.0,16.0,10.0,7.0,5.0,1.0,10,10.0,7,1,0,0,0,0,0,1,0,0,0,1,140000.0
10.0,20.0,10.0,5.0,6.0,2.0,10,4.0,6,1,0,0,1,0,0,0,0,0,1,1,130000.0
2.0,4.0,2.0,3.0,2.0,1.0,6,0.0,11,1,1,1,1,0,0,0,0,1,1,1,23200.0
4.0,7.0,4.0,5.0,5.0,2.0,6,0.0,8,0,1,1,1,1,1,1,1,0,0,1,11047.0
5.0,35.0,5.0,2.0,8.0,1.0,3,9.0,1,0,0,0,0,0,0,1,0,0,0,1,69814.0
0.0,5.0,10.0,5.0,3.0,1.0,3,2.0,4,0,1,1,0,0,1,0,0,0,0,1,38666.0
10.0,25.0,10.0,5.0,4.0,1.0,3,8.0,6,0,1,1,0,1,0,1,0,0,0,0,69814.0
27.0,40.0,27.0,5.0,6.0,0.0,10,0.0,5,1,1,1,0,1,0,0,1,0,0,1,190000.0
12.0,15.0,12.0,6.0,7.0,2.0,10,10.0,6,1,1,0,1,0,1,0,0,0,0,1,115000.0
9.0,13.0,9.0,6.0,4.0,0.0,6,0.0,5,0,1,1,1,0,1,0,0,0,0,1,65578.0
6.0,7.0,6.0,5.0,5.0,0.0,10,0.0,9,1,1,1,1,1,0,0,0,0,0,1,124000.0
3.0,0.0,3.0,3.0,9.0,2.0,10,0.0,3,0,0,1,0,0,1,0,0,0,0,1,72000.0
2.0,4.0,10.0,5.0,7.0,2.0,4,0.0,6,0,1,0,1,0,1,1,0,0,0,1,15553.0
3.0,5.0,13.0,6.0,6.0,0.0,6,5.0,4,1,0,0,1,0,0,0,0,0,0,1,30000.0
16.0,18.0,10.0,2.0,3.0,0.0,6,0.0,5,1,1,0,1,0,0,0,1,0,0,1,16143.0
20.0,22.0,10.0,5.0,5.0,0.0,10,1.0,8,1,0,0,1,0,0,0,0,0,0,1,275000.0
2.0,7.0,7.0,6.0,4.0,1.0,3,10.0,6,1,1,0,0,1,0,1,0,0,1,0,10741.0
4.0,9.0,3.0,5.0,3.0,0.0,8,7.0,1,0,0,0,0,0,0,0,0,0,0,1,11552.0
3.0,5.0,10.0,6.0,9.0,1.0,10,0.0,6,1,1,0,1,1,0,0,0,0,0,1,130000.0
0.0,6.0,0.0,5.0,9.0,0.0,10,0.0,7,0,1,0,1,0,1,0,0,0,0,1,54000.0
8.0,9.0,10.0,5.0,6.0,1.0,3,7.0,1,0,0,0,0,0,0,0,0,0,0,1,104399.0
6.0,11.0,10.0,7.0,4.0,2.0,6,10.0,12,1,1,1,1,1,0,0,0,1,1,0,21510.0
5.0,15.0,8.0,3.0,5.0,1.0,6,0.0,6,0,1,1,0,1,0,0,0,0,0,1,150413.0
7.0,20.0,11.0,5.0,7.0,0.0,10,0.0,6,0,1,1,1,0,1,0,0,0,0,1,180000.0
5.0,9.0,10.0,5.0,4.0,2.0,6,0.0,7,1,1,1,1,0,0,1,0,1,0,1,37061.0
18.0,28.0,18.0,6.0,8.0,1.0,6,4.0,6,1,0,0,1,1,0,0,0,0,0,1,122611.0
3.0,7.0,3.0,3.0,5.0,1.0,3,1.0,3,0,1,0,1,0,0,0,1,0,0,1,51555.0
2.0,5.0,10.0,3.0,9.0,1.0,9,1.0,6,0,1,1,0,1,1,0,0,0,0,1,48407.0
4.0,5.0,10.0,6.0,2.0,0.0,6,3.0,1,0,0,0,0,0,0,0,0,0,0,0,21663.0
6.0,10.0,6.0,6.0,4.0,1.0,2,4.0,3,1,0,0,1,0,0,0,0,0,0,1,73036.0
4.0,9.0,4.0,6.0,5.0,0.0,6,1.0,1,0,0,0,0,0,0,0,0,0,0,1,33680.0
22.0,27.0,10.0,6.0,7.0,1.0,2,0.0,4,0,0,1,1,1,0,0,0,0,0,1,64444.0
2.0,6.0,2.0,5.0,9.0,1.0,3,0.0,3,0,1,1,0,0,0,0,0,0,0,1,57999.0
0.0,6.0,1.0,5.0,9.0,1.0,10,0.0,2,1,0,0,0,0,0,0,0,0,0,1,85000.0
7.0,14.0,10.0,3.0,3.0,1.0,6,2.0,7,0,1,1,0,0,1,0,0,0,1,1,76033.0
11.0,13.0,14.0,5.0,5.0,1.0,10,10.0,5,1,0,0,1,0,1,0,0,0,0,1,300000.0
6.0,7.0,6.0,6.0,7.0,0.0,6,0.0,5,0,1,1,1,0,0,0,1,0,0,1,50000.0
3.0,8.0,5.0,5.0,4.0,0.0,8,2.0,2,0,1,0,0,0,0,0,0,0,0,1,42962.0
5.0,7.0,6.0,2.0,2.0,1.0,6,10.0,8,0,1,1,1,1,0,0,0,1,0,0,50037.0
5.0,10.0,10.0,6.0,1.0,1.0,6,0.0,5,0,1,0,1,0,0,0,1,0,0,0,126120.0
10.0,14.0,10.0,6.0,6.0,0.0,10,10.0,3,0,0,0,0,0,0,1,0,0,0,1,211000.0
